sample_id,severity,file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,number
11415,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11415.java,StringFunctions$Anonymous9,anonymous,3,3,0,3,3,1,0,2,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,1,0,0,0,0,0,0,0,1,0,0,0,3,-1,0,11415
11415,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11415.java,StringFunctions$Anonymous8,anonymous,3,3,0,3,2,1,0,0,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,0,0,0,0,1,0,1,0,0,0,5,-1,0,11415
11415,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11415.java,StringFunctions$Anonymous7,anonymous,3,3,0,3,2,1,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,0,0,1,0,0,0,1,0,0,0,4,-1,0,11415
11415,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11415.java,JoinerForArrayFunction,innerclass,3,4,1,3,3,1,0,1,0,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,10,2,0,1,0,0,0,0,1,0,1,1,0,0,0,8,10,0,11415
11415,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11415.java,FormatterForArrayFunction,innerclass,3,4,1,3,2,1,0,1,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,12,0,11415
11415,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11415.java,LowerCaseFunction,innerclass,3,4,1,3,1,1,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,11415
11415,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11415.java,JoinerFunction,innerclass,4,5,1,4,2,1,0,1,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,5,10,0,11415
11415,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11415.java,RegexReplacer,innerclass,4,4,0,4,2,1,0,1,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,11,1,0,0,0,0,0,0,2,0,2,0,0,0,0,6,9,0,11415
11415,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11415.java,StringFunctions$Anonymous12,anonymous,2,2,0,2,1,1,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,11415
11415,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11415.java,StringFunctions$Anonymous10,anonymous,2,2,0,2,1,1,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,11415
11415,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11415.java,StringFunctions$Anonymous11,anonymous,2,2,0,2,1,1,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,11415
11415,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11415.java,StringFunctions$Anonymous2,anonymous,3,3,0,3,2,1,0,0,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,0,0,0,0,1,0,1,0,0,0,4,-1,0,11415
11415,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11415.java,StringFunctions$Anonymous1,anonymous,3,3,0,3,2,1,0,0,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,0,0,0,0,1,0,1,0,0,0,4,-1,0,11415
11415,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11415.java,FormatterForIterableFunction,innerclass,5,6,1,5,3,1,0,2,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,10,1,0,1,0,1,0,0,2,0,2,0,0,0,0,9,12,0,11415
11415,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11415.java,UpperCaseFunction,innerclass,3,4,1,3,1,1,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,11415
11415,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11415.java,LengthFunction,innerclass,4,5,1,4,2,1,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,0,0,1,0,0,0,1,0,0,0,6,12,0,11415
11415,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11415.java,SurroundFunction,innerclass,4,5,1,4,3,1,0,0,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,12,2,0,1,0,0,0,0,2,1,2,1,0,0,0,7,12,0,11415
11415,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11415.java,AppendFunction,innerclass,4,5,1,4,3,1,0,0,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,10,2,0,1,0,0,0,0,1,1,1,1,0,0,0,6,10,0,11415
1745,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1745.java,ISemanticNodeProvider$NullNodesForEObjectProvider,innerclass,4,4,0,4,5,1,0,0,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,1745
1745,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1745.java,ISemanticNodeProvider$ISemanticNode,interface,3,3,0,3,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1745
1745,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1745.java,ISemanticNodeProvider,interface,6,6,0,6,1,1,0,0,0,1.0,,,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,33,0,0,0,0,0,0,0,1,0,1,0,0,3,0,22,1,0,1745
1745,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1745.java,ISemanticNodeProvider$INodesForEObjectProvider,interface,3,3,0,3,5,1,0,0,10,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,1745
7334,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7334.java,TargetInfos,class,7,9,2,7,13,2,0,11,68,0.84615386,0.06410257,0.06410257,13,0,13,0,0,0,13,0,0,0,5,5,0,5,0,0,5,0,1,49,7,0,0,0,0,7,1,8,0,8,0,0,0,0,38,1,0,7334
8991,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8991.java,JavaCloudFoundryArchiver,class,29,30,1,29,43,1,0,51,28,0.875,0.0,0.0,8,0,1,0,7,0,8,0,0,0,2,2,0,2,0,0,2,0,0,155,10,3,15,4,1,6,1,32,0,27,4,0,0,0,102,1,0,8991
5279,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5279.java,getDataProduct_resultStandardScheme,class,4,4,0,4,19,2,0,18,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1,11,0,0,0,5,6,0,1,3,0,0,0,27,10,0,5279
4167,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4167.java,CloudPayloadGZipEncoder,class,2,2,0,2,3,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,11,1,0,0,0,0,0,0,3,0,3,0,0,0,0,13,1,0,4167
6770,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/6770.java,ImmutableMapEntry,class,7,10,3,7,6,7,0,3,15,0.0,0.0,0.0,6,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0,0,0,0,1,0,0,0,0,0,0,2,0,55,0,0,6770
6770,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/6770.java,ImmutableMapEntry$NonTerminalImmutableMapEntry,innerclass,4,4,0,4,3,3,0,0,1,0.33333334,0.33333334,0.33333334,3,0,0,0,0,3,3,0,2,0,1,0,0,1,0,0,1,0,0,13,2,0,0,0,0,0,0,1,0,1,0,0,0,0,16,8,0,6770
6770,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/6770.java,ImmutableMapEntry$NonTerminalImmutableBiMapEntry,innerclass,5,5,0,5,2,4,0,0,0,0.0,1.0,1.0,2,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,1,0,0,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,14,24,0,6770
9325,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9325.java,PeerProcedureHandler,interface,2,2,0,2,6,1,0,0,15,0.0,0.0,0.0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,9325
6016,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/6016.java,CS_RangeMeaning,class,2,2,0,2,3,2,0,0,3,0.0,0.0,0.0,3,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,0,6016
10737,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10737.java,DFA28,class,6,7,1,6,26,2,0,10,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,67,3,0,11,0,1,1,37,26,0,5,2,0,0,0,46,0,0,10737
4617,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4617.java,EESupportedGroupsProducer,class,9,9,0,9,17,2,0,15,1,0.0,,,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,3,2,1,0,2,6,2,7,3,6,2,0,0,0,47,26,0,4617
4603,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4603.java,DatabaseTestCases,class,4,5,1,4,17,1,0,15,45,0.9166667,0.0,0.0,10,8,10,0,0,0,10,0,0,0,6,6,0,1,5,0,1,0,17,69,8,1,3,4,0,8,2,14,0,11,4,0,0,0,48,1,0,4603
8039,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8039.java,CMSHeap,class,3,3,0,3,2,2,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,8039
9327,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9327.java,InvalidRequestException,class,0,0,0,0,4,3,0,0,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,9327
589,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/589.java,SearchByEdgeType,interface,4,4,0,4,6,1,0,0,15,0.0,0.0,0.0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78,1,0,589
589,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/589.java,SearchByEdgeType$Order,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,589
9441,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9441.java,StoreConstantOp,class,13,14,1,13,4,2,0,13,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,3,2,2,0,1,0,3,0,0,24,0,0,1,1,0,1,1,7,0,7,2,0,0,0,56,25,0,9441
1035,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1035.java,TestShard,class,1,1,0,1,1,2,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1035
6028,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/6028.java,Graph$Anonymous1,anonymous,2,2,0,2,1,1,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0,6028
3150,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3150.java,RetrievalMethod,class,7,7,0,7,11,2,0,8,21,1.0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,7,7,7,0,0,0,7,0,0,47,6,0,3,1,0,7,1,8,7,8,2,0,0,0,59,1,0,3150
5247,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5247.java,CopyRowsOperation,class,14,15,1,14,26,2,0,23,11,0.54545456,0.33333334,0.33333334,11,0,9,1,0,1,10,0,0,0,5,0,0,0,5,0,0,0,0,107,4,7,4,1,1,7,10,30,10,19,2,0,0,0,117,1,0,5247
2528,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/2528.java,GssInitCred,class,7,8,1,7,9,2,0,9,5,0.5,0.0,0.0,6,1,5,1,0,0,5,0,0,0,2,0,0,2,0,0,0,0,0,33,6,0,2,0,0,0,0,8,0,7,1,0,0,0,29,17,0,2528
6996,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/6996.java,BC_iflt,class,2,2,0,2,6,2,0,1,6,0.0,0.0,0.0,4,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,3,10,5,0,1,1,0,0,0,14,1,0,6996
6969,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/6969.java,MapState,interface,6,6,0,6,7,1,0,0,21,0.0,0.0,0.0,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,0,6969
1948,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1948.java,invalidateConditionalUpdate_call,class,4,4,0,4,4,1,0,10,1,0.33333334,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,25,1,0,1,0,0,2,1,5,0,5,1,0,0,0,23,9,0,1948
10906,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10906.java,BookKeeper$1Result,innerclass,1,1,0,1,0,1,0,0,0,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,5,0,0,0,0,0,0,1,1,0,3,0,0,0,0,8,16,0,10906
10906,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10906.java,BookKeeper$DigestType,enum,3,3,0,3,15,1,0,0,3,0.0,1.0,1.0,3,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,43,12,0,0,0,0,3,0,0,3,0,1,0,0,0,88,1,0,10906
10906,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10906.java,BookKeeper,class,61,65,4,61,91,1,0,103,1054,0.91698104,0.11673469,0.51428574,53,4,32,3,1,17,50,0,0,0,25,1,0,5,0,20,22,0,6,618,44,1,13,11,2,33,8,76,1,48,2,3,3,1,481,1,14,10906
10906,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10906.java,BookKeeper$Builder,innerclass,10,10,0,10,12,1,0,1,38,0.8020833,0.21212122,1.0,12,0,11,0,0,1,12,0,0,0,8,0,0,0,0,8,1,0,0,57,11,0,0,0,0,1,0,18,0,8,0,0,0,0,70,9,0,10906
10906,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10906.java,BookKeeper$Anonymous1,anonymous,1,1,0,1,1,1,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0,10906
10906,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10906.java,BookKeeper$Anonymous3,anonymous,10,10,0,10,10,1,0,7,45,0.0,0.0,0.0,10,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,32,10,0,0,0,0,0,0,0,0,0,0,0,0,0,28,-1,0,10906
10906,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10906.java,BookKeeper$Anonymous2,anonymous,0,0,0,0,1,1,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,-1,0,10906
947,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/947.java,WigFile,class,1,1,0,1,1,2,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,947
4373,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4373.java,ExceptionResponseMarshaller,class,7,7,0,7,7,2,0,12,21,0.0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0,0,0,0,1,7,1,6,0,0,0,0,64,1,0,4373
2716,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/2716.java,UpdatedExpressions,class,2,2,0,2,3,1,0,0,0,0.33333334,0.6666667,1.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,14,2,0,0,0,0,0,0,4,0,2,0,0,0,0,9,1,0,2716
4367,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4367.java,LinuxThread,class,8,9,1,8,14,1,0,6,0,0.4375,0.53571427,0.53571427,8,0,6,0,0,2,8,0,0,0,2,0,0,2,0,0,0,0,1,45,6,1,3,0,5,1,4,10,0,7,2,0,0,0,47,0,0,4367
7108,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7108.java,CallResolverDialog$ResumeButton,innerclass,3,3,0,3,1,2,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,2,0,7108
7108,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7108.java,CallResolverDialog$OutputPanel,innerclass,3,3,0,3,1,2,0,3,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,7108
7108,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7108.java,CallResolverDialog$LabelPanel,innerclass,3,3,0,3,2,2,0,2,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,1,2,1,1,1,1,0,0,0,31,2,0,7108
7108,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7108.java,CallResolverDialog$ButtonPanel,innerclass,4,4,0,4,1,2,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,22,2,0,7108
7108,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7108.java,CallResolverDialog$InternalCallResolver,innerclass,11,11,0,11,13,2,0,14,45,0.0,0.0,0.0,10,0,1,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,3,40,0,0,2,0,0,12,0,3,2,3,1,0,0,0,77,2,0,7108
7108,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7108.java,CallResolverDialog$Anonymous2,anonymous,2,2,0,2,2,1,0,9,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,2,0,2,1,0,0,0,11,-1,0,7108
7108,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7108.java,CallResolverDialog$Anonymous1,anonymous,2,2,0,2,2,1,0,3,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-1,0,7108
7108,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7108.java,CallResolverDialog$Anonymous3,anonymous,2,2,0,2,2,1,0,9,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,2,0,2,1,0,0,0,11,-1,0,7108
7108,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7108.java,CallResolverDialog$ResumeAction,innerclass,3,3,0,3,3,2,0,6,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,1,0,2,0,0,0,0,1,0,0,0,17,2,0,7108
7108,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7108.java,CallResolverDialog$IconPanel,innerclass,7,7,0,7,9,2,0,8,0,0.4375,0.5,0.5,4,0,4,0,0,0,4,0,0,0,4,2,0,4,0,0,1,0,0,39,0,0,3,1,0,2,2,4,0,4,2,0,0,0,60,10,0,7108
7108,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7108.java,CallResolverDialog$GraphAllFunctionsAction,innerclass,3,3,0,3,2,2,0,1,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,2,0,7108
7108,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7108.java,CallResolverDialog,class,21,31,10,21,15,14,0,24,14,0.8035714,,,8,1,1,7,0,0,1,0,0,0,7,0,0,7,0,0,7,0,0,265,0,1,6,0,0,10,4,10,1,10,1,3,12,0,136,17,0,7108
7108,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7108.java,CallResolverDialog$NextAction,innerclass,3,3,0,3,2,2,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,2,0,7108
7108,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7108.java,CallResolverDialog$GraphResolvedFunctionsAction,innerclass,3,3,0,3,2,2,0,1,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,2,0,7108
7108,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7108.java,CallResolverDialog$CancelAction,innerclass,3,3,0,3,2,2,0,1,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2,0,7108
7108,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7108.java,CallResolverDialog$ListResolvedFunctionsAction,innerclass,3,3,0,3,2,2,0,1,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2,0,7108
4401,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4401.java,ARMQdaddTranslator,class,6,6,0,6,2,2,0,17,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,4,5,10,14,6,14,0,0,0,0,56,1,0,4401
11167,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11167.java,UserDao,class,16,17,1,16,16,1,0,20,4,0.6,0.3,0.3,5,1,4,0,0,1,5,0,0,0,3,2,0,3,0,0,2,0,1,76,2,1,5,3,0,14,5,19,3,15,3,0,0,0,75,1,3,11167
1545,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1545.java,RepositoryGuard,class,1,1,0,1,2,2,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1025,0,1545
13002,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/13002.java,JAXRSOutInterceptor,class,37,40,1,39,96,1,0,101,229,0.9318181999999999,0.0,0.0,22,0,3,19,0,0,3,0,0,0,2,2,0,2,0,0,2,0,0,338,23,1,36,8,4,11,22,77,4,59,4,0,0,0,157,1,1,13002
7861,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7861.java,AppInitializer,class,12,13,1,12,1,1,0,9,0,1.0,,,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,14,0,0,0,0,0,5,1,4,0,4,0,0,0,0,18,1,0,7861
